job_id_encoded,location_encoded,classification_encoded,sub_classification_encoded,work_type_encoded
25184,8,21,298,3
34967,54,23,224,3
19623,16,15,234,3
41391,2,21,20,3
34651,31,3,206,1
35805,8,18,257,3
47509,19,17,205,3
5585,14,18,63,3
34469,67,24,247,3
12362,67,25,251,3
29018,18,23,14,3
28668,50,30,46,3
46732,67,2,6,2
33227,67,11,49,3
26956,46,22,170,3
2225,67,19,304,2
36085,62,21,253,1
18951,67,24,247,3
2405,46,15,189,3
11996,46,18,41,3
29650,75,18,260,3
31092,80,15,189,4
28827,67,18,41,3
8619,14,25,164,3
23874,46,1,4,3
15613,67,24,34,3
40957,18,16,287,1
14899,66,25,251,4
15322,42,15,214,3
31951,55,14,122,3
27437,67,10,125,3
12133,8,15,234,3
12542,67,21,298,4
5156,67,26,259,3
19585,67,1,102,3
28964,46,6,206,2
23435,16,15,206,4
8001,46,22,96,3
28232,8,21,298,3
13402,46,8,232,3
15365,46,14,123,4
38853,67,1,167,3
26338,52,15,197,3
17406,67,22,80,3
4896,46,7,8,3
27327,46,18,78,3
27564,46,2,6,3
21256,52,13,10,3
5229,50,25,161,3
30896,55,15,213,2
21392,67,12,232,3
10278,46,21,111,3
3689,46,26,187,3
24867,46,20,149,4
16825,75,14,121,2
41661,46,25,251,4
6694,8,21,132,3
26708,46,9,266,3
47093,67,8,271,3
39352,67,25,251,2
7428,67,18,78,3
17566,14,17,159,3
42787,67,26,187,3
27012,67,12,154,3
18530,46,18,78,2
6922,67,16,246,3
11995,46,21,20,1
43971,46,15,206,1
43898,71,7,8,3
43560,74,18,41,2
45760,14,14,124,3
13050,46,21,108,3
3946,8,12,206,3
40850,14,11,279,1
17427,46,21,298,3
21470,56,23,181,2
42064,42,26,156,3
29726,14,12,38,3
1210,11,12,154,3
16180,46,25,251,3
19001,67,26,187,3
14161,8,21,298,3
34244,46,25,164,3
37741,35,15,189,4
4000,46,21,228,3
42714,50,25,251,3
14034,32,21,253,3
30490,67,21,253,3
43007,66,6,74,3
20508,14,7,8,3
18649,67,11,49,4
14620,67,2,207,3
25021,1,7,156,3
25575,8,26,187,3
8253,67,17,242,3
36869,67,25,251,3
43451,11,2,207,3
37692,46,30,116,1
41471,67,18,229,3
44749,55,30,261,1
34171,67,25,164,3
39441,46,14,122,2
12892,33,2,6,4
840,14,26,187,3
19363,8,11,292,2
15851,42,12,50,3
46193,58,12,90,3
39116,46,18,78,2
43290,46,21,20,3
30075,64,14,123,3
26686,25,23,179,4
13488,42,16,156,3
29459,46,18,63,2
47542,14,17,162,3
38218,1,11,206,3
9222,67,24,5,3
32308,46,18,78,3
3295,55,23,180,2
42229,9,14,124,4
38435,68,17,289,3
22123,55,4,72,3
15245,67,4,60,3
2457,46,17,64,3
36986,14,1,14,3
25909,14,1,21,3
28558,67,15,206,4
29229,67,4,14,3
32918,8,15,77,4
2460,67,30,11,3
28556,46,30,302,3
30141,25,14,223,3
391,46,21,153,1
22443,8,1,4,3
16988,19,15,190,3
16556,46,8,232,3
34597,67,16,112,3
31446,46,15,264,2
10648,28,23,182,3
4358,46,24,34,3
27828,61,21,282,3
42995,46,17,289,3
22911,14,11,277,3
36947,12,15,194,3
27270,66,2,6,3
9221,55,8,95,3
9015,1,18,260,2
390,75,25,164,3
17321,1,30,146,3
20267,67,15,254,3
34810,67,22,168,3
3230,14,18,128,3
36570,2,15,214,3
5739,55,26,187,3
28727,14,19,51,1
826,8,21,20,2
15239,75,18,41,2
28389,67,24,34,3
9874,56,16,47,1
44964,75,16,130,3
15091,46,11,206,3
25653,67,1,103,3
3779,67,30,220,3
47737,50,17,206,2
10426,50,26,259,3
6935,8,1,40,3
37679,29,7,8,4
45457,67,17,64,3
38589,80,12,172,3
5563,14,22,96,3
12581,21,15,189,3
39305,14,24,34,3
16013,46,15,215,3
14073,8,25,161,4
18767,14,16,290,2
47511,75,14,121,3
2494,50,15,214,3
2690,14,2,6,3
6204,67,4,30,3
8501,1,16,156,3
26167,46,4,54,3
13221,67,18,229,2
14893,8,18,257,3
31507,67,20,151,3
9041,52,30,25,2
733,67,10,125,3
8112,14,2,75,1
38,50,12,38,3
20033,46,11,49,1
38734,55,4,183,4
23299,8,30,52,3
22687,67,21,20,3
3533,67,16,32,3
34648,50,30,107,2
19587,46,30,155,3
11575,1,18,206,2
19375,50,21,253,1
16143,67,6,74,3
14847,67,30,11,3
34656,19,25,251,3
3950,67,10,294,3
36699,67,18,257,3
9314,67,8,271,3
75,46,15,185,2
22167,55,15,215,3
37675,8,18,128,3
28681,32,7,86,3
32479,67,26,259,3
3823,14,18,78,3
36206,67,15,215,3
12672,46,8,232,3
22254,50,2,6,3
6655,8,18,16,3
38951,23,1,35,2
12274,46,21,298,1
27314,14,15,156,2
5506,46,18,63,2
46940,14,15,189,1
28589,14,11,49,3
11111,1,16,144,4
1461,19,12,83,3
20337,50,29,206,1
18675,50,21,298,3
12880,50,15,214,3
15640,2,26,259,3
45659,46,21,282,3
33205,55,20,120,2
11119,66,18,206,3
25603,8,26,259,3
47754,67,14,123,2
19174,67,14,124,3
14495,19,21,298,3
28001,46,16,144,3
36188,50,20,149,3
37358,67,18,257,3
22079,67,6,73,3
34877,13,14,122,4
17314,67,11,276,2
17904,46,11,49,1
4547,75,21,298,2
37666,33,14,152,3
35194,67,2,6,4
19163,8,18,16,3
45684,55,26,259,3
37012,46,21,153,3
46813,67,1,211,2
41316,67,19,293,3
27800,67,2,200,3
47092,46,25,251,3
15664,46,8,206,2
26864,55,15,175,3
10925,14,12,172,2
38510,46,14,206,1
46396,55,23,127,3
19818,14,30,84,3
47828,8,25,164,3
26928,40,7,8,2
34616,14,21,298,4
23063,67,29,56,1
23130,14,13,61,3
22240,55,26,1,2
40322,5,8,95,3
42048,25,14,124,3
41473,46,18,229,2
25001,67,6,73,3
9877,67,1,21,3
12080,8,16,290,3
21967,2,15,189,3
44133,46,27,94,3
21822,31,4,72,3
4110,57,15,215,4
21249,71,30,39,2
43904,8,2,6,3
1562,8,4,60,3
21383,67,21,298,3
27868,67,2,207,3
23980,55,24,247,3
32423,46,12,93,3
42954,1,18,16,2
38031,67,21,282,3
29254,67,8,95,3
705,14,15,117,1
31904,75,1,211,3
22350,75,15,206,3
9834,46,12,50,3
7121,75,26,187,3
17111,8,21,216,2
11458,68,4,29,3
35975,46,14,124,2
9455,43,30,206,2
36263,19,26,259,3
30615,67,25,251,3
1162,67,18,78,3
21705,31,15,206,1
21862,14,18,16,2
26877,31,16,47,1
31100,9,13,105,3
38069,14,8,95,3
2828,46,18,128,3
21792,10,25,164,3
10149,75,18,89,3
44469,56,8,219,3
39346,46,18,41,3
12505,46,11,279,3
33472,80,8,110,3
4490,46,18,88,3
20046,14,1,206,2
1497,56,7,206,1
16723,31,30,25,3
32925,19,9,266,3
30624,46,2,53,3
23721,67,21,239,3
6581,8,2,240,3
13708,55,12,24,3
2743,67,10,100,1
39220,67,16,297,3
34794,8,30,302,3
44752,46,26,14,3
44696,2,30,284,1
11440,67,2,240,2
29078,67,11,49,3
12130,75,16,156,3
21079,46,16,290,3
15747,55,5,45,3
1441,67,1,102,3
9893,77,25,161,3
43584,46,19,51,3
18741,25,15,249,3
1840,15,16,32,2
8028,67,1,4,2
38453,46,2,53,3
40627,46,11,267,4
30064,14,11,206,1
13892,46,22,169,3
23113,14,18,186,3
25738,8,25,160,3
27649,67,6,256,3
32897,67,18,285,3
30174,67,2,240,3
43286,46,15,215,3
44265,1,17,64,3
18806,67,12,269,3
9859,55,16,156,3
37160,55,23,179,3
92,46,18,78,3
7587,46,18,41,2
42627,46,25,206,4
6973,55,26,259,3
38950,55,1,22,3
38462,55,1,40,3
28293,25,23,156,3
6126,14,29,156,4
30539,67,25,177,3
25856,23,11,276,2
10094,8,26,1,3
14754,74,18,78,3
27658,14,8,206,3
43532,1,14,124,3
18608,67,1,102,2
3881,14,16,32,1
22708,8,11,206,3
32845,14,14,122,3
26741,67,18,260,3
20068,1,18,78,2
46946,46,25,164,3
4437,8,30,155,3
36509,46,18,78,2
27656,67,27,206,2
31344,50,13,296,3
32185,8,30,146,3
37098,14,22,288,3
8291,55,18,41,2
47715,8,14,152,3
33665,1,18,229,2
9700,67,16,47,4
2575,75,7,113,3
35555,67,29,156,3
35175,46,15,55,3
35715,46,14,124,3
15295,14,8,206,2
9298,31,30,52,3
22637,19,19,156,3
26172,46,22,81,3
10717,18,30,25,3
40542,46,25,251,4
34192,67,6,73,3
14377,67,26,187,3
11307,46,18,186,2
43522,50,14,123,3
25796,31,15,215,3
40566,75,26,258,3
14180,31,15,55,4
19949,67,12,38,3
40819,67,16,206,3
44648,2,11,206,3
13858,14,25,164,3
20998,46,15,214,3
45181,52,12,206,3
3637,46,21,298,2
6334,67,12,273,3
3501,61,7,48,4
21275,46,22,80,3
34608,1,18,16,2
25336,8,11,276,3
44488,46,21,298,1
40265,67,30,116,3
2172,8,25,164,3
28127,67,18,128,3
37843,31,24,247,4
3119,46,30,46,3
18123,67,18,206,3
16851,54,20,120,3
5418,46,18,89,3
41117,12,21,237,3
18051,46,22,36,3
17176,46,17,243,3
11326,67,11,49,3
38973,42,2,6,3
3210,8,8,66,3
25728,1,7,48,4
40401,13,24,247,3
31098,46,1,102,3
8175,46,18,78,3
45565,46,12,83,3
36072,18,30,25,3
7686,67,10,18,3
5294,67,15,213,3
44889,19,2,53,4
32985,46,18,41,3
42427,2,18,128,3
650,67,26,259,3
46749,46,21,298,3
41233,1,18,206,2
21042,67,1,272,3
5246,47,15,176,4
45825,67,2,6,3
24800,14,8,206,2
28093,46,14,123,2
33877,50,2,6,3
22808,75,7,113,3
30451,46,7,59,3
31397,55,16,297,1
13706,67,25,164,3
31549,14,30,126,4
31845,8,30,146,3
22118,67,12,38,3
30335,10,11,206,3
24517,46,14,124,3
30489,46,26,258,3
16544,8,1,21,3
28202,14,30,146,2
25304,46,18,78,3
12421,67,26,156,3
34231,67,1,22,3
25337,67,20,140,3
40616,25,11,267,3
6168,67,18,41,3
39557,67,18,227,3
17850,14,11,275,4
21450,67,6,255,3
23136,55,18,260,3
43660,14,14,124,3
29932,67,15,215,3
34478,8,16,47,3
24747,63,25,164,3
22684,50,15,189,3
13781,1,11,206,3
13114,46,2,6,2
5697,1,7,8,4
4518,63,26,259,3
11438,73,7,156,3
42144,14,21,71,3
37463,46,3,96,2
2935,67,8,66,2
27701,14,18,229,3
20036,46,10,135,3
7144,19,16,47,3
25699,46,21,153,2
19231,74,30,146,2
18796,67,15,215,3
10991,73,13,99,3
29445,67,6,73,2
1995,38,25,164,3
40907,2,30,284,3
40204,2,17,64,2
20054,1,18,186,2
26004,25,1,2,4
9655,46,25,217,3
10976,2,21,282,3
47101,67,6,74,3
32975,46,14,122,3
46954,67,30,46,2
18151,46,26,1,3
40689,46,30,116,3
20943,46,27,238,3
41505,67,12,172,3
34640,75,14,121,3
6043,46,21,298,3
42800,1,18,78,3
36938,30,14,124,2
32044,46,14,123,2
39282,46,30,225,3
27342,46,2,240,3
29618,46,21,253,3
6721,8,25,160,3
28124,8,8,232,3
15459,21,30,208,2
33325,67,18,41,3
38574,2,9,266,3
6012,67,8,232,3
38897,8,7,131,3
46462,67,30,11,3
15418,54,25,251,4
18672,67,2,53,2
43100,67,20,119,4
35582,2,15,206,4
37293,67,1,4,3
20448,18,1,102,3
38532,8,25,164,3
21806,67,2,6,3
37110,38,15,206,3
41289,46,2,6,1
21617,46,12,38,3
32824,67,6,74,1
43824,67,18,41,2
5280,8,25,251,4
6512,67,16,115,1
39998,57,7,156,3
34801,11,7,48,3
38698,55,21,228,3
18890,67,22,168,3
24749,73,21,20,3
17092,67,17,206,3
6236,67,19,37,3
245,46,4,104,4
47435,42,23,179,1
25169,55,18,76,2
17901,46,16,47,4
18876,46,18,260,3
22887,46,8,66,3
5509,1,18,257,3
43163,42,23,179,1
47274,11,21,298,3
25272,55,10,206,3
4940,40,26,156,3
2859,63,16,206,1
47598,75,11,150,3
29985,2,30,25,3
24498,52,8,95,3
43418,47,21,153,3
6353,5,15,189,3
31449,68,26,1,3
6561,67,11,49,1
17638,67,22,169,3
33702,67,18,229,3
34197,67,18,128,3
5332,55,21,228,2
16650,50,14,124,4
23023,46,11,206,3
9763,51,17,199,2
4664,67,18,78,3
28937,12,15,189,3
30022,67,26,1,3
47814,1,18,206,2
36796,67,16,47,3
10174,67,30,206,3
1272,67,2,6,3
9321,19,26,259,3
38199,46,2,6,3
18126,46,22,168,3
17701,71,21,253,3
47303,46,14,124,3
32709,2,22,80,3
38836,67,10,294,3
35233,32,1,40,3
28915,67,30,206,3
10554,67,7,131,3
31761,67,17,242,3
44933,8,21,156,3
18391,46,15,174,1
17555,52,7,48,3
22726,46,2,207,3
8482,46,14,123,2
10614,67,26,1,3
43385,2,15,206,3
7383,46,15,215,3
37100,46,12,50,3
24307,67,6,73,1
47291,60,30,27,3
5265,38,15,176,2
15736,46,22,156,3
5305,43,30,206,3
24004,14,12,93,3
13428,2,15,189,4
3359,67,8,127,3
37710,46,1,40,3
924,46,11,206,2
9618,11,21,153,3
43587,18,21,298,1
25317,55,2,53,4
8797,55,30,220,3
25751,67,30,116,3
9216,67,27,206,3
25679,2,18,78,3
11643,67,19,37,3
3662,75,18,229,3
8543,67,7,8,3
16011,67,26,187,3
41361,67,22,169,2
30913,67,17,243,3
14575,67,9,68,3
34422,2,23,179,2
23031,1,8,232,3
7715,8,14,152,3
32201,14,21,228,3
24089,14,12,38,3
40474,46,18,89,3
21949,55,21,298,2
35854,67,1,2,3
39631,55,30,206,3
7219,14,8,232,3
15537,14,20,119,3
39122,67,26,259,3
16550,14,1,40,3
32533,13,14,123,4
37113,14,20,148,3
45954,31,15,176,3
35415,67,9,157,2
9085,14,20,139,3
18220,31,2,6,2
27403,46,25,43,3
25611,46,30,25,3
31331,55,20,28,3
929,67,22,170,3
9186,14,23,181,3
37299,67,1,167,3
37495,1,18,41,3
13284,1,18,16,2
34461,14,25,251,3
14628,67,17,289,3
12871,46,26,259,4
28791,47,7,48,3
4075,71,1,40,3
31972,67,8,110,3
32054,58,16,47,4
15837,55,30,25,3
45849,67,11,49,2
38682,80,15,215,3
12635,67,2,6,3
26982,67,2,240,3
43830,67,1,4,2
3918,57,21,26,4
14493,8,26,259,3
32747,46,21,228,3
3658,46,25,251,3
41855,8,17,64,3
13825,1,25,164,3
18904,67,15,189,3
1569,14,15,77,1
40269,14,30,208,2
12608,63,25,161,3
17308,8,18,41,2
11420,14,20,148,3
24390,55,30,206,1
45840,42,23,156,3
2183,46,25,206,3
10680,39,2,65,3
26778,67,9,157,3
7150,8,25,164,3
7940,46,2,207,3
4331,42,8,219,2
6323,50,8,232,3
34684,46,26,1,3
6215,14,30,302,2
31320,14,1,40,3
2020,55,30,220,2
38947,46,13,129,2
14076,43,21,216,3
6978,14,25,161,3
31496,11,16,156,3
29255,37,23,127,3
14972,63,15,197,4
33199,46,21,20,1
3948,67,18,78,3
18336,67,15,190,3
32344,67,15,195,3
46398,2,15,77,4
46933,67,20,137,3
44846,14,12,83,3
2748,19,26,156,3
41120,67,18,206,3
31203,50,8,232,3
10567,32,15,254,3
39827,78,5,118,3
17076,74,12,269,3
25739,75,25,251,4
17823,14,30,107,1
11958,8,15,197,3
40122,1,18,78,2
22321,46,2,6,4
6565,74,16,144,3
29325,31,8,232,3
17183,67,18,63,3
24921,67,22,235,3
25218,67,16,32,4
24454,46,8,95,3
42150,67,26,156,3
25318,50,2,240,3
31926,40,21,253,1
9338,18,1,102,2
7103,31,15,175,3
29758,14,16,156,3
31836,46,12,154,3
45055,46,7,48,4
19327,46,8,95,3
19555,40,30,146,1
37376,46,11,206,2
5243,46,30,116,2
19786,55,18,41,2
21801,67,15,174,2
39300,46,25,43,3
12670,43,26,259,4
28563,42,23,179,1
39953,67,30,52,3
4443,35,15,206,3
43364,67,1,4,3
30669,68,25,251,1
1659,75,2,65,2
37933,43,25,177,4
42732,14,25,160,3
3523,67,8,271,3
24217,19,8,156,3
24644,50,14,124,3
14107,50,14,122,3
4166,46,2,6,3
13996,46,1,4,3
2621,52,30,146,2
17900,67,30,25,3
11887,75,8,95,3
32886,55,23,179,2
43452,46,8,66,3
8039,46,25,161,3
31023,31,15,194,3
42063,36,16,297,1
45946,67,11,49,4
27339,14,18,206,3
13340,67,8,271,3
21053,42,1,14,3
27737,67,12,226,3
17592,31,8,232,3
15993,35,15,215,3
1513,13,11,275,3
41353,67,18,229,3
31701,8,16,297,3
26913,46,30,25,3
13513,46,18,229,3
36241,55,8,271,2
23653,58,16,144,1
1031,67,18,229,2
23737,46,25,251,3
46968,4,25,177,4
12800,54,30,25,3
24837,67,6,73,3
31445,8,16,32,3
38485,19,2,53,2
34254,55,15,192,4
39123,71,7,8,3
12378,8,21,153,3
24092,46,15,189,4
44667,77,15,156,4
21369,46,21,298,3
25543,14,18,229,2
33197,67,4,114,3
20717,46,18,41,2
30327,67,15,156,3
14086,67,22,235,3
10658,67,14,124,3
42299,67,21,282,3
35729,8,30,107,3
17924,50,30,25,3
47740,55,18,128,2
29465,8,21,132,3
36290,67,2,53,3
30135,46,2,207,3
42943,46,12,231,3
46093,46,30,225,3
4420,55,2,6,3
17744,67,18,78,3
47306,67,12,83,3
15598,67,18,41,2
27552,46,15,213,3
22423,67,20,149,3
30209,46,2,207,2
24770,67,26,156,3
33534,28,26,1,3
4158,19,1,2,2
7850,1,2,6,2
28359,46,30,84,3
41774,70,21,20,3
25089,14,18,16,2
17071,8,11,275,3
13435,46,22,80,3
4703,14,18,128,1
15380,55,26,259,3
4095,67,15,234,4
14216,7,23,14,3
20291,46,1,103,3
45467,46,23,179,1
45942,14,18,78,3
28690,46,22,227,3
10433,67,22,156,2
34094,46,27,171,3
19946,55,21,237,3
684,14,30,25,3
21574,35,2,200,2
5026,14,30,206,3
22164,15,30,126,1
38297,26,14,124,3
39699,67,20,28,3
45242,67,18,128,3
14932,8,30,116,2
23773,46,21,71,3
30275,67,1,4,3
19666,74,21,298,3
9718,67,24,248,3
32502,67,11,49,2
44592,8,2,6,3
24690,46,21,156,3
11352,67,30,107,3
25400,69,30,25,3
30823,67,21,156,3
26454,14,24,247,4
33422,34,15,264,3
28234,11,18,78,3
27968,46,18,78,3
38270,67,6,74,3
29252,23,20,67,3
5943,46,22,168,3
13973,55,18,63,3
12320,1,11,206,3
6945,46,15,254,3
27444,28,21,206,3
16164,2,22,80,3
33340,63,21,238,3
7681,2,3,173,3
7354,46,1,206,2
20101,14,21,298,3
27160,67,14,123,3
29498,67,30,107,3
32954,67,21,253,3
31830,8,12,50,3
26810,46,11,49,3
34724,1,14,122,3
17464,55,23,179,3
41928,9,14,123,3
35760,8,11,150,3
30241,67,21,153,2
23416,67,21,298,2
18081,14,17,199,3
2753,8,21,298,3
32007,67,26,187,3
30931,55,15,193,1
37130,67,8,218,3
29748,55,1,23,3
33191,67,26,187,3
7064,67,30,25,3
44819,8,21,238,3
24238,14,12,38,3
30840,37,21,253,1
27796,35,14,122,2
1871,46,6,158,3
895,67,27,206,2
28412,19,14,121,3
35456,46,17,243,2
16508,31,18,281,3
18777,46,30,46,3
12233,46,18,78,2
31739,55,7,59,3
10026,67,18,41,3
28329,46,11,267,3
37500,55,17,243,2
6023,1,18,186,2
39617,14,14,223,3
35669,46,8,110,3
21626,14,24,247,3
40629,63,15,189,3
36379,46,18,206,3
31529,8,17,64,3
14051,8,17,64,3
24480,46,4,60,3
22004,67,12,232,2
17040,46,11,49,2
46747,42,8,95,4
3154,8,3,206,3
47006,8,6,73,3
9200,73,16,297,1
36074,74,8,110,3
29835,67,30,284,3
14667,10,11,275,3
22978,67,17,242,3
14132,14,18,301,3
40164,67,8,206,3
20262,67,1,2,3
47476,8,18,286,3
2599,14,1,40,3
37072,67,16,47,3
22442,67,3,206,3
35207,67,7,156,3
14418,63,2,6,2
19788,55,30,39,2
30344,46,18,76,2
43283,55,20,149,3
807,14,26,259,3
39708,67,14,124,3
40589,67,11,276,3
43715,19,12,50,3
4435,14,17,205,3
10030,67,4,183,3
12891,37,29,206,3
6479,71,8,95,3
19999,14,16,12,2
16374,14,16,112,4
34641,74,18,88,3
20412,55,23,127,2
26104,67,21,298,1
46234,2,15,174,3
18052,67,17,242,3
39738,46,1,4,3
13051,2,30,107,3
28764,55,9,157,3
11950,42,23,179,1
32705,70,14,206,4
20158,55,23,178,3
13676,2,30,302,2
31648,75,4,60,2
15122,63,14,123,3
13784,67,15,77,1
8106,55,18,227,2
4451,67,18,89,2
21086,57,11,275,3
3284,2,15,215,3
38889,17,21,298,2
44223,69,2,206,3
42060,67,1,60,3
39173,40,21,238,3
36093,67,2,240,3
29246,46,7,48,2
24088,63,15,189,1
41121,14,30,116,1
12074,8,21,298,2
28221,2,11,305,3
20865,7,11,267,2
36187,19,8,218,3
17253,67,24,250,3
2793,67,26,187,3
37325,8,2,200,3
3995,71,15,204,2
19850,46,11,49,2
9560,73,8,206,1
17388,67,18,16,2
19129,67,26,259,3
6411,5,30,25,3
9197,14,30,25,3
1171,8,30,25,3
35077,46,7,8,3
25284,55,12,90,3
17005,8,27,145,3
18317,67,2,241,3
18733,46,12,50,2
4909,14,6,256,2
30433,14,2,6,3
23090,14,18,186,3
41167,1,18,229,2
1832,67,18,229,2
35829,14,26,187,3
6680,11,9,15,3
40792,8,21,236,3
41309,33,6,206,3
17888,24,16,32,1
30412,2,30,284,3
12183,46,15,174,3
45520,63,26,206,3
993,67,6,73,2
17833,46,15,198,3
2308,55,30,39,3
40013,67,15,215,3
11972,8,12,50,3
12877,67,16,47,3
14640,40,7,48,3
16324,67,8,110,2
47081,67,18,78,2
1160,67,30,155,4
18613,21,16,156,3
31791,8,22,81,3
19998,67,23,224,3
11255,67,1,103,3
46043,67,15,175,1
25625,14,18,286,2
22983,14,20,212,3
16144,8,16,32,3
1530,50,21,238,3
894,67,26,156,3
34111,25,2,65,3
19453,18,30,126,4
19224,8,21,156,3
26934,46,16,47,3
21303,67,30,208,3
113,46,10,300,3
35241,46,2,240,3
3212,14,11,49,1
37618,46,15,174,4
37924,50,15,214,1
44756,67,24,34,3
6781,8,30,116,2
17815,8,18,78,3
6804,10,11,279,3
39736,67,12,7,2
1614,8,26,1,3
15794,8,20,120,3
29470,14,20,139,3
36232,75,21,282,2
27766,67,29,156,3
44971,50,15,174,4
24446,14,7,8,1
36465,67,8,232,3
24234,50,15,264,2
29068,54,29,106,3
29585,70,13,99,3
30195,55,21,298,1
38660,67,30,39,3
35293,67,11,275,3
37062,80,30,107,1
31085,8,21,71,4
47739,1,14,122,2
31069,31,12,90,3
29110,77,21,237,3
9267,46,25,164,3
24148,14,21,111,1
18592,67,11,275,3
20820,67,11,279,3
21065,74,27,94,3
2735,8,16,144,3
14312,14,15,254,3
38783,67,14,122,3
37853,46,30,116,3
40882,33,26,259,3
21535,37,23,206,3
43238,46,2,6,3
24329,2,15,214,3
22824,67,9,157,3
13807,46,12,90,2
40156,10,8,206,2
11882,67,25,164,3
36312,67,30,25,3
6298,67,16,47,3
11776,16,30,42,2
30920,46,7,8,1
44580,55,30,206,2
28137,74,17,199,3
3515,46,7,8,4
42736,67,10,300,2
15242,46,4,60,3
2566,69,12,83,3
27978,14,4,104,3
43938,80,15,191,4
47717,33,25,206,4
890,38,12,83,3
2696,46,26,1,3
29103,55,11,49,4
5776,1,14,122,2
39179,46,2,6,3
18075,67,26,259,3
23875,46,6,74,2
4029,55,12,90,2
11982,67,18,16,2
44218,75,30,146,2
6496,2,11,49,3
30410,67,4,60,3
19094,46,11,279,2
4448,55,18,78,3
9002,55,16,206,1
23616,14,25,251,4
17274,16,6,74,3
15895,12,13,98,3
28290,63,4,54,3
35105,67,17,242,3
36742,14,1,40,3
15929,67,25,251,2
4864,75,18,229,3
28196,33,15,206,3
36451,55,21,153,3
2431,46,25,164,3
31481,14,16,47,3
32536,67,17,64,2
4018,14,20,206,2
3178,67,24,247,3
32656,1,18,286,2
11680,67,15,234,3
2391,67,6,158,2
23171,2,12,50,3
10606,83,23,181,3
13926,67,21,253,4
14875,14,26,258,3
34160,67,2,6,2
47075,2,1,167,3
37393,50,12,50,3
23484,43,30,261,1
42735,67,5,118,3
46664,19,18,156,2
22830,67,8,66,3
47235,46,21,298,3
36468,1,18,206,2
46401,56,23,179,1
43872,8,20,149,3
31329,55,18,76,2
5575,46,16,156,3
30744,67,18,78,3
7540,46,18,41,3
29590,55,12,83,3
28070,8,17,243,3
28986,75,1,103,3
38451,9,7,48,4
38667,46,16,290,3
42486,73,15,234,3
7174,25,15,215,4
43216,55,23,181,3
9966,67,15,194,2
7791,67,8,232,3
44767,28,30,107,2
2281,14,4,60,3
46257,34,7,156,3
10593,46,19,268,3
7393,67,18,41,3
44482,75,21,282,3
12338,67,4,114,3
1015,30,16,112,1
40250,46,18,78,2
12368,46,21,111,4
39896,67,30,284,3
26540,14,21,298,2
47722,75,7,48,3
41054,67,26,259,3
18457,81,11,49,3
7660,19,7,8,4
36259,8,19,37,3
36057,14,2,53,3
23804,46,26,156,3
45374,46,12,232,3
17151,67,2,6,3
22893,67,10,125,4
11373,67,30,284,3
11617,42,7,8,1
11081,8,18,89,3
32930,9,14,122,4
16464,67,25,164,3
45839,46,8,66,3
43835,75,18,186,2
9023,75,26,1,3
3200,8,18,63,3
35419,67,18,89,3
47316,55,14,124,3
27558,67,18,41,2
47000,32,7,48,2
46363,46,17,243,3
805,46,21,298,1
27814,1,18,128,3
37977,46,20,62,3
20422,50,8,232,3
36940,14,18,78,3
8718,67,6,255,3
25644,46,30,146,3
22446,8,30,126,3
22412,8,14,152,3
42361,46,26,156,3
17035,46,6,73,2
9435,67,26,259,3
388,78,23,179,2
3446,1,8,232,3
5226,46,7,86,3
34532,55,21,153,2
45115,8,2,6,3
4975,46,2,6,2
34369,46,17,243,3
43190,66,16,297,1
1778,14,12,50,3
1347,75,18,63,3
35944,46,21,298,3
19980,67,26,187,3
4486,8,19,37,3
11078,1,14,122,2
37381,31,24,247,3
1595,46,15,77,3
27396,67,29,156,4
40847,8,18,128,2
17759,46,21,156,3
24541,23,23,179,1
30766,67,8,95,3
36138,46,16,290,3
37187,67,16,47,1
25084,46,18,78,2
22576,46,30,46,2
30031,74,11,267,4
13326,52,30,206,4
11932,14,17,162,3
5494,33,30,146,2
12886,67,24,5,3
32481,67,30,11,3
40290,46,15,215,3
42273,14,14,124,2
22923,67,18,89,3
3327,54,30,39,2
12646,55,2,53,4
8978,74,6,73,3
24062,67,18,156,3
41750,67,8,232,3
30499,14,3,206,2
4659,8,16,47,4
27220,67,10,135,3
30305,1,1,22,3
19566,14,15,189,1
42109,80,14,123,3
35158,67,18,128,3
14395,46,21,237,3
18429,67,14,223,2
41275,67,16,297,1
26950,46,8,95,3
4385,46,24,247,3
45487,12,16,47,1
34178,46,2,6,3
11523,67,26,187,3
30515,67,9,266,3
23909,14,15,206,3
9679,50,23,181,3
19681,67,15,209,4
40277,67,11,49,3
26751,32,21,228,2
406,80,28,262,3
4638,66,1,3,3
35802,46,8,206,2
45887,67,15,213,2
41428,67,16,47,3
9317,67,12,38,3
43539,8,1,3,2
37981,67,15,191,4
34333,49,13,98,4
35806,19,2,6,4
5843,67,26,1,3
30604,46,7,156,3
2541,67,30,46,2
45004,19,18,186,2
9945,19,30,84,3
35835,55,23,179,3
22707,18,1,102,3
9845,75,4,104,3
10256,14,15,234,3
44506,46,2,200,3
17373,8,18,41,2
37417,74,14,221,2
19799,46,15,234,4
44230,46,2,200,3
28090,8,10,18,3
3803,46,1,102,3
1821,46,1,14,3
11488,32,26,259,3
14943,67,26,259,3
16181,67,17,289,3
44697,46,26,156,3
1702,2,30,39,3
44896,42,14,124,3
15570,67,11,245,3
19495,70,30,146,2
33548,46,11,267,3
